index,statement,label
6903,"Democrats have said that ""even one hearing (on the stimulus bill) would be one too many, and that we have a single day to approve these five complex propositions that will affect the lives of millions.""",0
6904,"Says U.S. Senate rival Tammy Baldwin supports a tax increase that President Obama says would cost middle-class families $3,000 per year.",1
6905,"Today in Selma, Ala., the poverty rate is roughly nine times that of whites.",0
6906,"Seven of Americas 10 wealthiest counties are in the Washington, D.C., area.",0
6907,The health care bill cuts the deficit by over $1 trillion dollars.,0
6908,"Virginia was named best managed state, best state for business and best state toraise a child while I was governor.",0
6909,Says states not directly involved in the gay marriage lawsuits that reached the Supreme Court are not bound by the courts ruling.,1
6910,Says Texas economy is about 30 percent larger than Australias.,1
6911,LAPD Investigating Boyle Heights Vandalism as Possible Hate Crimes Sparked by Gentrification Fight,1
6912,Hillary Clinton’s Exploits in McCarthyism,1
6913,Eight U.S. Airlines Win Tentative Approval to Fly to Havana - The New York Times,0
6914,7 Essential Things To Know Before Dating An Alpha Female,1
6915,I have not insulted Donald personally.,1
6916,"As a result of Obamacare, California seniors face benefit cuts of over $1,700.",1
6917,The only time government employment has gone down during a recession has been under me.,1
6918,"Once the U.S. government signs a U.N. treaty on conventional arms, ""all U.S. citizens will be subject to those gun laws created by foreign governments.""",1
6919,Suzanne Bonamici votes with her party a partisan 98 percent of the time.,0
6920,BREAKING: Trump Announces DEVASTATING Cuts To Social Security & His Reason Will Make You Vomit,1
6921,Says both Donald Trump and Hillary Clinton say Planned Parenthood is terrificand that it should keep taxpayer funding.,1
6922,Donald Trump has said nuclear proliferation is OK.,0
6923,"""The money supply has doubled in the last year.""",1
6924,Were 49th in the United States in new businesses created.,0
6925,"Senators John McCain, Lindsey Graham, Susan Collins Vote to Retain Obama-era Climate Rule - Breitbart",0
6926,Says Scott Walkers jobs agency gives financial incentives that lead Wisconsin companies to look at shipping jobs elsewhere. ... A company got $4.6 million in taxpayer money and actually reduced its jobs by 300 people.,1
6927,"""Everything I have said (on the campaign trail) has been factually accurate.""",1
6928,In states that have private-sale background checks for handguns 49 percent fewer women are shot and killed.,0
6929,"""(Ronald Reagan) raised taxes a billion dollars in his first year as governor of California.""",0
6930,"For the first time since the Korean War, total federal spending has gone down for two years in a row.",0
6931,"‘Like Warsaw ghetto’: Attendees attacked, surrounded at Israeli speaker event at London university",1
6932,"Charlie Crist ""worked with Acorn"" to give felons voting rights.",1
6933,More astronauts have been to the moon than farmers who paid the inheritance tax in 2013.,0
6934,Donald Trump’s Hollywood Walk of Fame star destroyed by vandals,1
6935,"If I had not asked for my emails all to be made public, none of this would have been in the public arena.",1
6936,Says Mary Burkes Madison school district will be the only school district left in the state to ignore the (Act 10) law in the 2015-16 school year.,0
6937,"If Rhode Island raises the meal and beverage tax to 10 percent, it would be the fourth-highest in the nation.",0
6938,Cuyahoga County passed a program to guarantee a college savings account for every single child who enters kindergarten in this county -- the first county in the United States to do so.,0
6939,"""In her short time in the United States Senate, the senator from New York, Senator Clinton, got $500-million worth of pork barrel projects.""",0
6940,"Since 1988, Congress has raised its own salary 15 times to reflect rising costs. But raised the minimum wage only three times.",1
6941,The DREAM Act the would give amnesty to over two million illegal aliens.,1
6942,On support for Ronald Reagans policies,1
6943,Upwards of 90 percent of women seeking an abortion decide not to have an abortion after seeing an ultrasound.,1
6944,"Syrian President Bashar al-Assad, welcomes the Prime Minister and Internal Trade and Consumer Protection Minister",1
6945,"Members of Congress specifically exempted themselves from many of the laws they have passed, such as being exempt from any fear of prosecution for sexual harassment ... (and) from the healthcare reform.",1
6946,Tourism and retirees are the dominant economic engines in our state.,0
6947,Trump: No Salary for Me as President,1
6948,"Scott Walker has given a $10,000 tax deduction to millionaires who send their kids to exclusive private schools.",1
6949,"As Secretary of State, Hillary Clinton laundered money to Bill Clinton through Laureate Education, while Bill Clinton was an honorary chairman of the group.",1
6950,The federal government has made investments in science and technology inventing the products that led to the creation of Google.,0
6951,Barack Obama and Hillary Clinton have left us with $19 trillion in debt.,1
6952,He Caught His Daughter Lying Bare Naked Next To a Stranger,1
6953,Дмитрий Савельев: Наказание для посягнувших на россиян должно быть неотвратимым,1
6954,"In Wisconsin, 98 percent of all small businesses will qualify for income-tax relief under my plan, freeing them to expand and create jobs.",1
6955,"The CDC issued a report commissioned by President Obama just earlier this year, and it found some very inconvenient facts. Armed citizens are less likely harmed by attackers. Effectiveness of gun control laws is mixed. Gun buybacks dont work.",0
6956,Ken Lanci is a lifelong Clevelander,0
6957,Says the first word spoken from the moon was Houston.,1
6958,We have not had unemployment this high for this long since the Great Depression.,0
6959,"Project Veritas 4: Robert Creamer's Illegal $20,000 Foreign Wire Transfer Caught On Tape | RedFlag News",1
6960,"""We're also cutting a Forest Service economic development program that strayed so far from any mission that it funded a music festival.""",1
6961,Says that as Wisconsin governor he never raised taxes.,1
6962,Says TriMets own analysis shows that YouthPass does not actually add to the transit agencys costs.,0
6963,"According to a national survey, transit ridership among people age 16 to 34 increased 40 percent between 2001 and 2009.",0
6964,Romney would turn Medicare into a voucher program.,0
6965,If you have ever visited Nashville or Washington D.C. you will see MANY names and initials carved into ... desks.,1
6966,"The vast majority of (Syrian) refugees are young, able-bodied men looking for work.",1
6967,Property taxes are now 18% higher than when(Mark Sharpe)first took office.,1
6968,"Since 1900, six (U.S. Supreme Court) justices have been confirmed during election years, including Justice Anthony Kennedy, who was confirmed in the final year of the Reagan Administration.",0
6969,Says President Obamas proposed oil tax would cost consumers 24 cents a gallon.,0
6970,"McCain, ""voted against renewable sources of energy, against biofuels, against solar power, against wind power.... """,0
6971,"For every one job created under the Obama administration, 75 people went on food stamps.",1
6972,"Staying up all night playing computer games not insomnia, teenagers told",1
6973,"You cant read a speech by George Washington . . . without hearing him reference God, the Almighty.",1
6974,Magnificent Jellyfish Gardens Purify The Water While Growing Food,1
6975,"""The average American is working through the month of May just to pay off the government.""",0
6976,"Until the new Iran deal, China and Russia have never voted with us at the U.N. on any sanctions on Iran in the past.",1
6977,Baking Soda & Coconut Oil Can Kill Cancer: Eye-Opening Evidence,1
6978,"In Wisconsin, more than 300,000 people have some kind of addictive gambling problem, whether its pathological or what wed categorize as a problem gambler.",1
6979,"Says Travis County Commissioner Gerald Daugherty claims to have taken a pay cut, but for 2016, he voted to raise his salary by 19.6 percent.",1
6980,The NRA supported background checks...,0
6981,Says Mitt Romneys plan makes catastrophic cuts to education.,0
6982,ICE just endorsed me.,1
6983,"Says Rep. Jim Weidner proposed a bill taking away health care for 80,000 of Oregons children.",0
6984,Georgia is one of only five states where breweries cant sell you a pint of beer to drink on premise or sell you a six-pack to go.,0
6985,"Says Mexico doesnt have birthright citizenship, and Americans are the only ones to have it.",1
6986,Hillary Clinton Is Brilliantly Forcing Broke Trump To Spend Money Defending Arizona,1
6987,Roman Polanski Agrees to Face Rape Charges in U.S. If Judge Requires No Jail Time,0
6988,Says the average government worker wont be impacted in the first two years under the reform of state health benefits.,1
6989,The Benghazi victims were left helpless to die as Hillary Clinton soundly slept in her bed.,1
6990,Bruce Rauner is of record that he will fully support the Trump candidacy. Its documented. Its available.,0
6991,Says Wisconsin Gov. Scott Walker turned a $1 billion surplus into a $2.2 billion budget deficit.,1
6992,"While in Congress, Nathan Deal was a leader when it came to protecting our borders.",0
6993,Ученые подготовили к производству 100-процентный мужской контрацептив,1
6994,The proposed transportation tax plan revokes a tax-credit for consumers electric cars while the state retains similar credits for similar vehicles for businesses.,0
6995,"""The mayor said 'if you happen to be in this country in an undocumented status . . . then we welcome you here. We want you here. We'll protect you here.' """,0
6996,"Last month, more Americans stopped looking for a job than found one.",0
6997,"Today, when people retire in Galveston County, Texas, they retire making at least 50 percent more than they would ever get out of Social Security.",0
6998,I was filibustered.,0
6999,Says approximately 70 percent of jobs created in the United States in November 2007-2008 were in Texas.,1
7000,Says the Texas House has a record number of new members joining our ranks.,0
7001,Taking all the money of the top 1 percent wouldnt keep Medicare going for three years.,1
7002,Independent analysts say (Donald Trump) would add $30 trillion to the national debt.,0
7003,Says Tom Steyer is aCalifornia billionaire who stands to profit by blocking Keystone and is spending big to help Bruce Braley.,1
7004,Report: Jared Kushner to Play ’Key Role’ in Overhaul of Trump Team - Breitbart,0
7005,Regime change (in Iraq) took eight years,0
7006,You Won’t Believe What This Congressman is Planning To Do If Trump Loses (VIDEO),1
7007,"Not a single banker, a CEO from Wall Street, anyone from corporate America nobody, (there was) not one arrest of any of these people who brought down the economy in 2008.",0
7008,Justice Department to Track Use of Force by Police Across U.S. - The New York Times,0
7009,SCOTUS Throws Cold Water Early on Obama’s Partisan Gerrymandering Project,0
7010,GOP presidential hopeful Herman Cain called Ron Pauls followers ignorant.,1
7011,"When Trump wanted to turn a taxpayer-owned building into an $800 anight hotel, (Congressman Jeff Denham, R-CA) helped broker the deal and bragged about it.",1
7012,"Every day, a black name resume is 50 percent less likely to get responded to than a white nameresume.",0
7013,"Says a Congressional Budget Office report on spending by House Democrats in the economic stimulus concluded it ""is just not stimulus. It won't help the economy grow.""",1
7014,Says Rick Perrys proposal on driver licenses and high school dropouts has been state law since 1989.,0
7015,Guest Post: Human Derivatives and Gold,1
7016,(Bill) Nelson voted for billions in wasteful spending earmarks like the Bridge to Nowhere.,0
7017,"During the Bush administration, you actually had a prominent liberal write a book about how Bush was preparing for a fascist takeover of this country.",0
7018,"Boston is just 60 minutes away and its offering subsidies to developers who can charge higher rent than you can get in Providence while construction costs are more or less equal. As a result, the Boston skyline is completely dominated by the cranes.",0
7019,Oregon is the most trade-dependent state in the nation,1
7020,In three years we could find close to 50 million gallons per day through a toilet replacement program.,0
7021,The federal health care law tells the American people precisely what type of coverage they have to have.,0
7022,"Obama for President and Baldwin for Senate have kept their campaign offices up and running in Fox Valley, Eau Claire and La Crosse with their staffs preparing for the next battle.",1
7023,These Blast Points on Hillary’s Campaign… Only The Deep State Is So Precise,1
7024,"As state Commerce secretary, Mary Burke drafted, sponsored and promoted budgets that raised taxes by billions, created high structural deficits and raided funds to finance huge spending hikes.",1
7025,Says one in three Texas children drop out of high school.,0
7026,We will be the first party to elect a bald guy to governor.,1
7027,We got the highest vote count in the history of the Republican Party.,0
7028,Trump Faces Test as Boeing Announces Deal to Sell Jetliners to Iran - The New York Times,0
7029,Google Launches AI Program to Detect ’Hate Speech’ - Breitbart,0
7030,"Fake News on Trump Hits Mexico, Explodes",0
7031,"Virginia spends $400,000 on abstinence programs while losing $2.5 million in federal funds due to Gov. Bob McDonnells political agenda.",0
7032,"43,000 people are going to be kicked out of nursing homes or denied nursing home entrance if the Texas House version of the state budget passes into law.",1
7033,Says Oregon is one of only three states that allow the use of gillnets on inland waters.,1
7034,This (parent trigger) legislation was drafted by President Obamas top advisers. It was drafted by President Clintons top advisers.,1
7035,Families and Fellow Officers Honor Victims of Dallas Sniper - The New York Times,0
7036,Eighty-seven percent of private insurance plans currently include (abortion) coverage.,0
7037,"if the Agreement goes into effect, the millions of Mexican citizens who will become eligible for Social Security benefits may have a far stronger claim to benefits and protection against cuts than U.S. citizens!",1
7038,"Says of Donald Trump, He even said, on his very first day in office, he would require every school in America to let people carry guns into our classrooms.",0
7039,Barnes opposed the creation of the HOPE Scholarship and campaigned against Zell Miller on the issue.,1
7040,"""Privatizing Social Security was a bad idea when George W. Bush proposed it. It's a bad idea today. Sen. McCain's campaign went even further ... suggesting ... to cut cost-of-living adjustments or to raise the retirement age.""",1
7041,"The fact that one town has three lanes dedicated to it, that kind of gets me sauced.",1
7042,Americans havent had a raise in 15 years.,0
7043,Paris Generation Identitaire Leader: ’This is the Last Election We Have’ to Make Powerful Solutions for France’s Future,0
7044,Former US Intelligence Chief Admits Obama Took “Willful Decision” to Support ISIS Rise,1
7045,Why Flu Shots Are the Greatest Medical Fraud in History,1
7046,Says an average of $4 billion is added to the national debt every day.,0
7047,Weve cut the deficit by two-thirds.,0
7048,"Now remember, property taxes went up 70 percent in the 10 years before I became governor.",0
7049,"When asked about bills in Congress important to the North Country, Derrick responded I just dont know enough about it.",1
7050,On changing the rules for filibusters on presidential nominees,1
7051,Says Barack Obama said black males are two times more likely to be shot by a law enforcement officer than white males and that is a lie because there is no data.,1
7052,The presidents budget would take ... non-defense spending to its lowest level ... as a percentage of the economy since JFK.,0
7053,The New York Police Department used to have surveillance going on in and around mosques in New York City. ... Our mayor totally cut that out.,0
7054,Spanish Mod Releases Thousands Of Pages Of Declassified UFO Files!,1
7055,"Says that since lawmakers acted, we have 130 new businesses across Texas doing helicopter hog hunts.",1
7056,Says Newt Gingrich said Spanish is the language of the ghetto.,0
7057,Obamacare was invented by liberal academic theorists.,1
7058,"Confessed Clinton-hit man, Larry Nichols: “HILLARY MUST BE STOPPED”!",1
7059,"Every time the price of gasoline rises 1 cent, its abillion dollarsout of our economy that goes to Saudi Arabia.",1
7060,Health care premiums up 90 percent in New Hampshire.,1
7061,The Republican-controlled Wisconsin Senate approved a bill denying veterans the right to recover their medical costs for cancers they developed while serving their country.,1
7062,Says sixty-two percent of small businesses over the last five years went under because they couldnt pay their health care bills.,1
7063,Jim Dunnam has not lived in the district he represents for years now.,1
7064,You cannot build a little guy up by tearing a big guy down -- Abraham Lincoln said it.,1
7065,"Nearly 14,000 Wisconsinites have lost their job since Governor Walker and the Republicans took over in January.",1
7066,"We are poised to get rid of over 1,000 more regulations in 2012.",0
7067,"For Orchestras in the U.S., So Much Depends on Their Communities’ Fortunes - The New York Times",0
7068,"1,565 Refugees Diagnosed with Active TB Since 2012",0
7069,The Mack Penny Plan for the federal budget would balance our budget by 2019 and continues to gain support.,0
7070,"Oregon House Republicans jobs plan could generate more than 50,000 jobs over five years.",0
7071,Obamacare is Meant to Fail in Order to Usher in Government-Run Socialist Health Care,1
7072,The New York Times had to retract its story that Hillary Clintons email handling had broken certain laws.,1
7073,We dont allow filming inside of the City Hall unless there is a specific reason.,1
7074,Malcolm X on Hillary Clinton and Donald Trump,1
7075,Chicago Cubs go 24 hours without winning a World Series,1
7076,Mary Landrieu voted to take away your gun rights.,1
7077,Theres nothing in the [RhodeMap RI] plan that takes away local government control and local zoning control.,0
7078,The Consumer Financial Protection Bureau has no congressional oversight.,0
7079,"Leon Russell, Hit Maker and Musicians’ Musician, Dies at 74 - The New York Times",0
7080,Cigarette butts poison babies and small children because of the nicotine in them.,0
7081,Trump’s Ex-Manager: He Didn’t Even Know What A Gold Star Family Is,1
7082,Says President Barack Obama revealed in his State of the Union address that he now is against earmarks.,0
7083,"If Obamacare is fully implemented, 30 million people will still be without health insurance.",0
7084,My Response To The Student In My Class Who Said 'Uneducated White Men Shouldn't Be Able To Vote',1
7085,"""Federal employees are making twice as much as their private counterparts.""",1
7086,"It doesn't make sense ""historically"" to drop out because the 1968 race was still competitive when ""Bobby Kennedy was assassinated in June in California.""",1
7087,"Ann Kuster supports the government takeover of healthcare, which robs Medicare of over $700 billion.",1
7088,"The federal government may put 16,500 IRS agents in charge of policing President Obamas health care bill.",0
7089,Poultry Has a Pedigree at Le Coq Rico - The New York Times,0
7090,"Since 2004, more than 2,000 suspected terrorists have legally purchased weapons in the United States.",0
7091,"Review: That ‘Sunset Boulevard’ Close-Up, Finely Focused - The New York Times",0
7092,"At protests in Wisconsin against proposed collective bargaining changes, phony sick notes (were) passed out to excuse striking union members.",0
7093,Says he saw videotape of the people taking the money off the plane to pay ransom to Iran for hostages.,1
7094,Oregon schools receive millions of dollars per year in federal school lunch assistance and yet they are required to spend that money almost anywhere but Oregon.,0
7095,LEAKED EMAIL REVEALS GOOGLE CHAIRMAN WANTED TO BE CLINTON CAMPAIGN’S ‘HEAD OUTSIDE ADVISOR’,1
7096,"During the (housing) crisis, Catherine Cortez Masto gave a sweetheart contract worth millions to a D.C. law firm that then donated thousands to her political campaigns.",0
7097,"In the last two years, we have reduced the deficit by $2.5 trillion.",1
7098,"Since Republicans took over after the 2010 election, the graduation rate in Wisconsin has gone from 86 percent to 88 percent. The black graduation rate has gone from 60 percent to 65 percent. The Latino graduation rate has gone from 65 percent to 71 percent.",0
7099,Arrest in Stockholm Truck Attack: ‘We Think He Is the Driver’ - The New York Times,0
7100,Sunday liquor sales could generate $3.4 million to $4.8 million a year in additional sales tax revenue for Georgia.,0
7101,Obamacare will mean 2.1 million fewer jobs by 2021.,0
7102,Japans interest on its own debt is 25 percent of its national budget,1
7103,Kathryn Starkey aided and abetted the continued taxation on residents properties over 70 percent of the time by seconding motions and voting to keep the millage rate the same.,0
7104,Bangladesh Police Kill Man Suspected of Planning Dhaka Bakery Attack - The New York Times,0
7105,"The Federal Register - which houses all Washington regulations - is 34,000 pages in length and weighs in at more than 340 pounds.",0
7106,"An Obamacare slush fund paid to spay and neuter dogs and cats, then counted it as an anti-obesity campaign.",1
7107,Says President Barack Obama was responsible for the assassination of at least four American citizens in drone strikes.,0
7108,"’Dota 2,’ ’Counter-Strike’ Repeat as the Most Played Games on Steam in 2016 - Breitbart",0
7109,Says U.S. Senate rival Tammy Baldwin wants a completely government-controlled health care system that goes far beyond Obamacare and is a Medicare system for all.,0
7110,Roughly 25% of RI has a criminal record,1
7111,Women account for 92.3 percent of the jobs lost under Obama.,1
7112,Heavy Snowfall Is Forecast Across Northeastern U.S. - The New York Times,0
7113,"Right now, Texas doesnt have an income tax and Oklahomas lowering their income tax rates, and guess what their severance tax is? Sky high.",0
7114,I was the first member of Congress to call him (Barack Obama) a socialist...,1
7115,Mexican Cartel Kills Activist Mom Searching for Mass Graves,0
7116,Donald Trump: The next President of the United States of America,1
7117,"Says Obama called Israel ""a constant sore"" that infects U.S. foreign policy.",1
7118,"Says unions take away hard-earned money of teachers, firefighters and police officers to play politics.",1
7119,Facebook Adds Suicide Prevention Tools to Live Streaming - Breitbart,0
7120,"If women seeking an abortion see their ultrasound, the odds are pretty high theyre going to keep the baby.",1
7121,"In Galveston, Texas, they have allowed people to privatize part of their Social Security. And people are building wealth.",0
7122,Using a surcharge on the cigarette tax to help pay for a new downtown sports arena is not feasible under state law.,0
7123,"""There are 300,000 babies born deformed every year in this country because of women who are alcoholics while they're carrying those children to term.""",1
7124,ISIS Suicide Attack Kills 48 in Southern Yemen - The New York Times,0
7125,"Steve Poizner ""increased his department's budget nearly 14 percent.""",1
7126,The majority of people in polls do not support Obamacare.,0
7127,"Says Rick Perry told students he couldnt attend a gubernatorial forum due to scheduling conflicts, then on forum day tweeted that hed just been running with his dog.",0
7128,"Thanks to actions by the Milwaukee County Board on the 2013 budget, the amount of county taxes on the average home in the city of Milwaukee would be a $19 decrease.",1
7129,Gonzales losing campaign against me last spring was funded with more than $1 million from supporters and allies of Governor Bruce Rauner.,1
7130,"""First, he (Obama) opposed the surge. Then he confidently predicted that it would fail. Then he tried to prevent funding for the troops who carried out the surge.""",0
7131,The poorest in this country are women.,0
7132,Carol Shea-Porter wants to increase taxes on small business and job creators.,1
7133,Says Donald Trump doesnt believe in equal pay.,0
7134,Georgia ranks No. 9 in the rate of women murdered by men.,0
7135,Medicare is going broke. The trust fund goes bankrupt in 2026.,1
7136,"As a result of National Rifle Association and other private-sector (safety-education) programs, fatal firearms accidents are at the lowest level in 100 years.",0
7137,Preventive care coverage under the Affordable Care Act has already helped Granite Staters save money and live healthier lives.,0
7138,"""Congress can tell [the Supreme Court] which cases they ought to hear. We have that authority.""",0
7139,Georgias civil forfeiture laws are among the worst in the country and the very worst in the South.,0
7140,"In the past two years, Democrats have spent more money than this country has spent in the last 200 years combined.",1
7141,Gains in Atlanta Public Schools scores on a national standardized test lend credence to dramatic score increases on state tests.,1
7142,"""I don't do earmarks. I've never done one. I'm not going to do one.""",0
7143,"Obama ""basically threatened to bomb Pakistan.""",1
7144,"Judge Sotomayor has said ""that policy is made on the U.S. Court of Appeals.""",0
7145,"Rob Portman has taken more than $125,000 from Big Oil.",0
7146,Chelsea Clinton: With Scalia’s Death We Can Now Enact Gun Control,1
7147,750 days since Bill Nelson the Democrats in the Senate passed a budget. How can this be justified?,0
7148,About $4.89 billion in one-time money was used to balance the current state general revenue fund budget.,1
7149,That’s Not the Burglar Growling. It’s His Stomach. - The New York Times,0
7150,"Attorney General McCollum, Speaker-Designate Cannon, Senate President-Designate Haridopolos and I stood up to Governor Crist and worked to remove Jim Greer as Chairman because of his mismanagement of the party.",0
7151,"""If you got rid of the income tax today you'd have about as much revenue as we had 10 years ago.""",0
7152,Georgia had the worst job losses in state history under GOP watch.,0
7153,"""You ... said that Barack Obama was not ready to be commander in chief.""",0
7154,Tensions Deepen Between Donald Trump and R.N.C. - The New York Times,0
7155,"""I supported (the surge), I argued for it. I'm the only one on this stage that did.""",1
7156,"A Back-Channel Plan for Ukraine and Russia, Courtesy of Trump Associates - The New York Times",0
7157,"Under current U.S. immigration policy, literally one person with a green card can, in the extreme, bring in more than 270 of his relatives.",1
7158,"Right now one of our highest job growth sectors is Leisure and Hospitality. Weve added jobs that mostly fall within the restaurant and bar sector industry. These are not high-paying jobs, as the U.S. Department of Labor estimates this is an industry sector with the lowest average wages and the lowest proportion of its workforce earning minimum or subminimum wage jobs.",0
7159,Dyson Wants to Create a Hair Dryer Revolution - The New York Times,0
7160,Says Texas has the 15th largest economy in the world.,0
7161,The Other 13 Women Testifying Against Cosby ... if the Court Lets Them - The New York Times,0
7162,Heroin and prescription opioids are the number one cause of accidental or preventable death in Wisconsin.,1
7163,Says Donald Trump is for a single-payer health care system.,0
7164,"Weve had 11,000 attempts to amend the Constitution since 1789.",0
7165,"If you take the population growth here in Virginia, we are net zero on job creation since (Bob McDonnell) became governor.",0
7166,"Life: When This Middle School Introduced Meditation Into The School Day, Many Of Its Students Saw Incredible Benefits And Three Went Insane",1
7167,Re: The FBI's Clinton Email Investigation Has Shifted Poll Numbers Significantly In Trump’s Favor,1
7168,Megyn Kelly Wears Off-Shoulder Yigal Azrouel Dress for Putin Interview,0
7169,Federal money for Medicaid expansion is guaranteed for a few years and then goes away.,1
7170,The startup rate of Hispanic businesses is three times the national rate.,0
7171,The American Academy of Pediatrics supports banning guns.,0
7172,Planned Parenthood is an organization that funnels millions of dollars in political contributions to pro-abortion candidates.,0
7173,"Says we will pay the new chancellor a basic salary of nearly $300,000 a year ... an amount that does not include the costs of this public employees benefits, perks and living expenses for a lavish house, an upscale car, a spending allowance, and fine dining almost every day on the taxpayer dollar.",0
7174,Annexation would lead to overcrowding at Decaturs city schools.,1
7175,U.S. military uniforms are manufactured in China.,1
7176,"Obama spokesman Bill Burton says Clinton gave Bush ""a blank check on a critical foreign policy issue.""",0
7177,More than 64 percent of minimum-wage earners are women.,0
7178,My state of Florida is now the third-largest state. We have surpassed New York in population.,1
7179,The newly proposed House Republican budget abolishes Medicare within 10 years.,1
7180,Rick Scott has said that he would do away with the Department of Community Affairs.,1
7181,Jeb Bushs plan for Social Security is disastrous for seniors and raises the retirement age to 70.,1
7182,"When I became president and CEO of Godfathers Pizza, it was supposed to go bankrupt . . . We turned it around with common-sense business principles.",0
7183,"Team Trump has accused Ted Cruz of fraud in Iowa, Texas, Colorado, Oklahoma, Louisiana, Kansas, Maine, Utah and Wisconsin.",0
7184,"More than 27,000 Rhode Island jobs depend on trade with Canada.",0
7185,Says state Supreme Court candidate Joe Donald twice supported incumbent Justice Rebecca Bradley.,0
7186,Transgender individuals in the U.S. have a 1-in-12 chance of being murdered.,1
7187,1 World Trade Center Gains Popularity in the Pantheon of New York Kitsch - The New York Times,0
7188,Says Rep. Paul Ryans budget roadmap doesnt balance the budget until the 2060s and adds an unthinkable $62 trillion to the national debt between now and then.,0
7189,"""The Senate Finance Committee approved a reform proposal that has both Democratic and Republican support.""",1
7190,The U.S. military footprint in Africa is nearly nonexistent.,0
7191,"When he (Donald Trump) asked Florida to have casino gambling, we said no.",0
7192,"In 2012, 1 in 4 Wisconsin schools had a subpar score on the Department of Public Instructions recent report cards and are failing the children they serve.",1
7193,"Last year, we saw the first reduction in the federal prison population in 32 years.",0
7194,"GM has ""repaid our government loan, in full, with interest, five years ahead of the original schedule.""",0
7195,Our rainy day fund has gone from 89 cents to $240 million.,0
7196,"""We borrow money from the Chinese to buy oil from the Saudis.""",0
7197,"Saystheres 400,000 anchor babies born in the United States a year, which areindividuals coming to our country and having their children so their children can be U.S. citizens.",1
7198,Ted Cruz has been to Iowa four times. Rio Grande Valley of Texas -- just once.,0
7199,"20,000 Kansans lost their health insurance because of (Obamacare).",1
7200,The majority of Austinites rent the places they live.,0
7201,Trump Campaign Says Hillary Supporter Tried Assassinating Trump – It Was A Republican With A Poster,1
7202,Says A baby in Coos County is two times as likely to be born to a mother who is someone who used tobacco during her pregnancy as is the average baby born in Oregon or the U.S.,0
7203,Our tax rates are lower now than they were under Ronald Reagan. Theyre much lower than they were under Dwight Eisenhower.,0
7204,No Deal on Health Care as Congress Goes into Recess - Breitbart,0
7205,And the Winner Is….,1
7206,"Says since Australia passed tough gun laws, homicides by firearm have declined almost 60 percent.",0
7207,Says new figures he released showing Wisconsin job gains for 2011 are the final job numbers.,1
7208,David Perdue led efforts to ship thousands of jobs overseas.,0
7209,German Court Rejects Effort to Ban Neo-Nazi Party - The New York Times,0
7210,Says that U.S. Rep. Allen West is a constituent of mine.,0
7211,The racial and ethnic makeup of the Gwinnett County Sheriffs Office mirrors the community it serves.,0
7212,Says we could have saved ourselves the cost of building the Powell Butte water reservoir.,1
7213,"30,000 Arizonans may have no choice on Affordable Care Act coverage.",0
7214,GOP Sen Collins: ’The Senate Is Starting From Scratch’ on Healthcare - Breitbart,0
7215,Pitched Battle Inside the FBI,1
7216,"Feds: 275,000 born to illegals in 1 year",1
7217,"For Many Farmers, Retirement Is a Source of Dread - The New York Times",0
7218,"And, as of today, New Jersey state government has less employees than when Christie Whitman left office in 2001.",0
7219,University of Chicago Strikes Back Against Campus Political Correctness - The New York Times,0
7220,Larry Summers: Paper By Trump Officials Navarro and Ross ’Economic Equivalent of Creationism’ - Breitbart,0
7221,Rand Pauls speech ... on Gattaca was totally ripped off of Wikipedia.,0
7222,Why Deep Breathing May Keep Us Calm - The New York Times,0
7223,Red Sox Broadcaster Jerry Remy Thinks Foreign Players Shouldn’t Use Translators,0
7224,Knopp says he upheld a campaign promise not to join the Public Employees Retirement System (PERS).,0
7225,"When Chuck Schumer and Marco Rubio tried to push amnesty, it was Ted Cruz who stopped them.",1
7226,Clicks to Bricks: Online Retailers Find the Lure of a Store - The New York Times,0
7227,On support for the Export-Import Bank,1
7228,"Under Republican-backed state budget, the state education agency estimates expansion of Wisconsins school voucher program could cost nearly $2 billion annually",1
7229,"New David Bowie Video Arrives, Hours Before He Would Have Turned 70 - The New York Times",0
7230,"Jobs incentive program created over 1,200 high-wage jobs since 2009.",1
7231,Idiot Who Destroyed Trump Hollywood Star Gets EXACTLY What He Deserves,1
7232,"The American people say, dont touch Social Security, dont touch Medicare, dont cut defense. Thats 84 percent of the federal budget.",0
7233,Gov. Charlie Crist sought for and got approved the automatic restoration of felon rights for nonviolent offenders for the first time in Florida history.,1
7234,"In Rhode Island, Nearly 9 percent of covered employees go out on short term disability every year, with an average outage from work of almost 12 weeks each.",0
7235,Kesha Rogers is not a Democrat.,1
7236,The Lighter Side of Rick Owens - The New York Times,0
7237,California becomes second state to raise legal smoking age to 21,1
7238,The Obama administration manipulated deportation data to make it appear that the Border Patrol was deporting more illegal immigrants than the Bush administration.,1
7239,The Affordable Care Act is not the law of the land.,1
7240,A.I.G.’s Chief Executive to Resign After Turnaround Setback - The New York Times,0
7241,"By the way, Im not raising tolls 50 percent....Jon Corzine did.",0
7242,White House Prohibits Cabinet From Addressing Democratic Convention - The New York Times,0
7243,Says Barack Obama is the only American president who has not visited the D-Day Monument in Normandy on D-Day.,1
7244,"As fixes for Obamacare begin, meet the hopelessly confusing ‘all-payer model’",1
7245,Cheney is disagreeing with President Bush's policy. President Bush stated repeatedly to international audiences and to the country that he wanted to close Guantanamo.,0
